Source;Target;Type;Weight
599;365;Undirected;1
479;365;Undirected;1
618;558;Undirected;1
618;283;Undirected;1
618;479;Undirected;1
558;283;Undirected;1
558;479;Undirected;1
283;479;Undirected;1
618;558;Undirected;1
618;283;Undirected;1
618;479;Undirected;1
558;283;Undirected;1
558;479;Undirected;1
283;479;Undirected;1
420;132;Undirected;1
420;247;Undirected;1
420;479;Undirected;1
132;247;Undirected;1
132;479;Undirected;1
247;479;Undirected;1
324;479;Undirected;1
662;459;Undirected;1
479;365;Undirected;1
561;479;Undirected;1
668;365;Undirected;1
175;479;Undirected;1
665;479;Undirected;1
326;479;Undirected;1
124;326;Undirected;1
444;48;Undirected;1
444;693;Undirected;1
48;693;Undirected;1
48;693;Undirected;1
693;511;Undirected;1
693;365;Undirected;1
566;693;Undirected;1
139;415;Undirected;1
700;465;Undirected;1
700;479;Undirected;1
700;545;Undirected;1
465;479;Undirected;1
465;545;Undirected;1
479;545;Undirected;1
676;588;Undirected;1
676;479;Undirected;1
588;479;Undirected;1
676;588;Undirected;1
676;479;Undirected;1
588;479;Undirected;1
508;111;Undirected;1
71;479;Undirected;1
266;511;Undirected;1
266;365;Undirected;1
511;365;Undirected;1
722;511;Undirected;1
722;266;Undirected;1
722;511;Undirected;1
266;511;Undirected;1
270;365;Undirected;1
593;39;Undirected;1
82;508;Undirected;1
82;676;Undirected;1
508;676;Undirected;1
266;511;Undirected;1
266;365;Undirected;1
511;365;Undirected;1
266;511;Undirected;1
266;365;Undirected;1
511;365;Undirected;1
265;693;Undirected;1
265;365;Undirected;1
693;365;Undirected;1
716;479;Undirected;1
212;431;Undirected;1
212;693;Undirected;1
212;479;Undirected;1
212;365;Undirected;1
431;693;Undirected;1
431;479;Undirected;1
431;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
167;677;Undirected;1
167;441;Undirected;1
167;369;Undirected;1
167;498;Undirected;1
167;116;Undirected;1
167;218;Undirected;1
167;665;Undirected;1
677;441;Undirected;1
677;369;Undirected;1
677;498;Undirected;1
677;116;Undirected;1
677;218;Undirected;1
677;665;Undirected;1
441;369;Undirected;1
441;498;Undirected;1
441;116;Undirected;1
441;218;Undirected;1
441;665;Undirected;1
369;498;Undirected;1
369;116;Undirected;1
369;218;Undirected;1
369;665;Undirected;1
498;116;Undirected;1
498;218;Undirected;1
498;665;Undirected;1
116;218;Undirected;1
116;665;Undirected;1
218;665;Undirected;1
167;677;Undirected;1
167;441;Undirected;1
167;369;Undirected;1
167;498;Undirected;1
167;116;Undirected;1
167;218;Undirected;1
167;665;Undirected;1
677;441;Undirected;1
677;369;Undirected;1
677;498;Undirected;1
677;116;Undirected;1
677;218;Undirected;1
677;665;Undirected;1
441;369;Undirected;1
441;498;Undirected;1
441;116;Undirected;1
441;218;Undirected;1
441;665;Undirected;1
369;498;Undirected;1
369;116;Undirected;1
369;218;Undirected;1
369;665;Undirected;1
498;116;Undirected;1
498;218;Undirected;1
498;665;Undirected;1
116;218;Undirected;1
116;665;Undirected;1
218;665;Undirected;1
577;116;Undirected;1
577;479;Undirected;1
116;479;Undirected;1
101;479;Undirected;1
101;365;Undirected;1
479;365;Undirected;1
39;545;Undirected;1
101;331;Undirected;1
226;76;Undirected;1
670;693;Undirected;1
568;148;Undirected;1
568;586;Undirected;1
148;586;Undirected;1
607;39;Undirected;1
288;424;Undirected;1
288;683;Undirected;1
288;2;Undirected;1
288;76;Undirected;1
288;365;Undirected;1
424;683;Undirected;1
424;2;Undirected;1
424;76;Undirected;1
424;365;Undirected;1
683;2;Undirected;1
683;76;Undirected;1
683;365;Undirected;1
2;76;Undirected;1
2;365;Undirected;1
76;365;Undirected;1
288;424;Undirected;1
288;683;Undirected;1
288;2;Undirected;1
288;76;Undirected;1
288;365;Undirected;1
424;683;Undirected;1
424;2;Undirected;1
424;76;Undirected;1
424;365;Undirected;1
683;2;Undirected;1
683;76;Undirected;1
683;365;Undirected;1
2;76;Undirected;1
2;365;Undirected;1
76;365;Undirected;1
324;443;Undirected;1
512;511;Undirected;1
455;343;Undirected;1
455;48;Undirected;1
343;48;Undirected;1
455;566;Undirected;1
455;343;Undirected;1
455;48;Undirected;1
455;479;Undirected;1
566;343;Undirected;1
566;48;Undirected;1
566;479;Undirected;1
343;48;Undirected;1
343;479;Undirected;1
48;479;Undirected;1
455;566;Undirected;1
455;343;Undirected;1
455;479;Undirected;1
566;343;Undirected;1
566;479;Undirected;1
343;479;Undirected;1
455;566;Undirected;1
455;343;Undirected;1
455;479;Undirected;1
566;343;Undirected;1
566;479;Undirected;1
343;479;Undirected;1
566;479;Undirected;1
324;443;Undirected;1
324;266;Undirected;1
324;693;Undirected;1
443;266;Undirected;1
443;693;Undirected;1
266;693;Undirected;1
71;479;Undirected;1
261;415;Undirected;1
261;479;Undirected;1
415;479;Undirected;1
261;415;Undirected;1
261;479;Undirected;1
415;479;Undirected;1
524;479;Undirected;1
511;365;Undirected;1
705;365;Undirected;1
71;479;Undirected;1
71;479;Undirected;1
46;71;Undirected;1
46;365;Undirected;1
71;365;Undirected;1
568;537;Undirected;1
511;479;Undirected;1
399;586;Undirected;1
399;365;Undirected;1
586;365;Undirected;1
321;693;Undirected;1
693;479;Undirected;1
456;231;Undirected;1
48;479;Undirected;1
124;326;Undirected;1
326;693;Undirected;1
326;693;Undirected;1
3;96;Undirected;1
3;24;Undirected;1
3;640;Undirected;1
3;396;Undirected;1
3;684;Undirected;1
96;24;Undirected;1
96;640;Undirected;1
96;396;Undirected;1
96;684;Undirected;1
24;640;Undirected;1
24;396;Undirected;1
24;684;Undirected;1
640;396;Undirected;1
640;684;Undirected;1
396;684;Undirected;1
607;511;Undirected;1
607;39;Undirected;1
607;545;Undirected;1
511;39;Undirected;1
511;545;Undirected;1
39;545;Undirected;1
607;511;Undirected;1
607;39;Undirected;1
607;545;Undirected;1
511;39;Undirected;1
511;545;Undirected;1
39;545;Undirected;1
326;693;Undirected;1
417;545;Undirected;1
380;214;Undirected;1
380;511;Undirected;1
380;231;Undirected;1
214;511;Undirected;1
214;231;Undirected;1
511;231;Undirected;1
346;79;Undirected;1
693;479;Undirected;1
640;396;Undirected;1
640;621;Undirected;1
396;621;Undirected;1
640;396;Undirected;1
640;394;Undirected;1
640;621;Undirected;1
396;394;Undirected;1
396;621;Undirected;1
394;621;Undirected;1
164;513;Undirected;1
164;684;Undirected;1
513;684;Undirected;1
3;228;Undirected;1
722;511;Undirected;1
722;479;Undirected;1
511;479;Undirected;1
511;479;Undirected;1
511;479;Undirected;1
39;365;Undirected;1
719;96;Undirected;1
214;88;Undirected;1
566;479;Undirected;1
566;205;Undirected;1
370;722;Undirected;1
370;365;Undirected;1
722;365;Undirected;1
370;722;Undirected;1
370;365;Undirected;1
722;365;Undirected;1
380;479;Undirected;1
712;77;Undirected;1
290;365;Undirected;1
566;511;Undirected;1
586;479;Undirected;1
568;693;Undirected;1
568;479;Undirected;1
568;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
693;479;Undirected;1
564;154;Undirected;1
564;206;Undirected;1
564;511;Undirected;1
154;206;Undirected;1
154;511;Undirected;1
206;511;Undirected;1
361;231;Undirected;1
568;479;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
683;693;Undirected;1
683;479;Undirected;1
683;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
683;693;Undirected;1
683;365;Undirected;1
693;365;Undirected;1
683;511;Undirected;1
361;231;Undirected;1
361;479;Undirected;1
518;479;Undirected;1
102;361;Undirected;1
102;231;Undirected;1
102;365;Undirected;1
361;231;Undirected;1
361;365;Undirected;1
231;365;Undirected;1
102;361;Undirected;1
102;365;Undirected;1
361;365;Undirected;1
102;361;Undirected;1
102;231;Undirected;1
361;231;Undirected;1
327;511;Undirected;1
444;479;Undirected;1
444;365;Undirected;1
479;365;Undirected;1
257;23;Undirected;1
257;704;Undirected;1
257;333;Undirected;1
257;271;Undirected;1
257;358;Undirected;1
257;597;Undirected;1
257;178;Undirected;1
257;404;Undirected;1
257;76;Undirected;1
23;704;Undirected;1
23;333;Undirected;1
23;271;Undirected;1
23;358;Undirected;1
23;597;Undirected;1
23;178;Undirected;1
23;404;Undirected;1
23;76;Undirected;1
704;333;Undirected;1
704;271;Undirected;1
704;358;Undirected;1
704;597;Undirected;1
704;178;Undirected;1
704;404;Undirected;1
704;76;Undirected;1
333;271;Undirected;1
333;358;Undirected;1
333;597;Undirected;1
333;178;Undirected;1
333;404;Undirected;1
333;76;Undirected;1
271;358;Undirected;1
271;597;Undirected;1
271;178;Undirected;1
271;404;Undirected;1
271;76;Undirected;1
358;597;Undirected;1
358;178;Undirected;1
358;404;Undirected;1
358;76;Undirected;1
597;178;Undirected;1
597;404;Undirected;1
597;76;Undirected;1
178;404;Undirected;1
178;76;Undirected;1
404;76;Undirected;1
693;415;Undirected;1
693;365;Undirected;1
415;365;Undirected;1
661;511;Undirected;1
661;39;Undirected;1
661;545;Undirected;1
661;366;Undirected;1
511;39;Undirected;1
511;545;Undirected;1
511;366;Undirected;1
39;545;Undirected;1
39;366;Undirected;1
545;366;Undirected;1
511;366;Undirected;1
218;665;Undirected;1
218;79;Undirected;1
665;79;Undirected;1
590;548;Undirected;1
518;693;Undirected;1
693;365;Undirected;1
693;365;Undirected;1
693;479;Undirected;1
693;511;Undirected;1
129;693;Undirected;1
129;511;Undirected;1
693;511;Undirected;1
129;693;Undirected;1
129;511;Undirected;1
693;511;Undirected;1
352;76;Undirected;1
49;346;Undirected;1
49;383;Undirected;1
49;218;Undirected;1
346;383;Undirected;1
346;218;Undirected;1
383;218;Undirected;1
364;629;Undirected;1
657;629;Undirected;1
315;693;Undirected;1
315;479;Undirected;1
315;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
16;693;Undirected;1
237;693;Undirected;1
405;217;Undirected;1
405;161;Undirected;1
405;365;Undirected;1
217;161;Undirected;1
217;365;Undirected;1
161;365;Undirected;1
157;143;Undirected;1
311;365;Undirected;1
693;408;Undirected;1
693;365;Undirected;1
408;365;Undirected;1
693;408;Undirected;1
693;365;Undirected;1
408;365;Undirected;1
131;408;Undirected;1
212;573;Undirected;1
212;2;Undirected;1
573;2;Undirected;1
212;573;Undirected;1
212;2;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
573;2;Undirected;1
573;693;Undirected;1
573;365;Undirected;1
2;693;Undirected;1
2;365;Undirected;1
693;365;Undirected;1
212;573;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
573;693;Undirected;1
573;365;Undirected;1
693;365;Undirected;1
573;479;Undirected;1
693;545;Undirected;1
693;365;Undirected;1
545;365;Undirected;1
59;365;Undirected;1
59;365;Undirected;1
714;253;Undirected;1
714;424;Undirected;1
714;378;Undirected;1
714;365;Undirected;1
253;424;Undirected;1
253;378;Undirected;1
253;365;Undirected;1
424;378;Undirected;1
424;365;Undirected;1
378;365;Undirected;1
714;253;Undirected;1
714;424;Undirected;1
714;378;Undirected;1
714;365;Undirected;1
253;424;Undirected;1
253;378;Undirected;1
253;365;Undirected;1
424;378;Undirected;1
424;365;Undirected;1
378;365;Undirected;1
87;174;Undirected;1
573;269;Undirected;1
573;479;Undirected;1
573;365;Undirected;1
269;479;Undirected;1
269;365;Undirected;1
479;365;Undirected;1
573;269;Undirected;1
573;479;Undirected;1
573;365;Undirected;1
269;479;Undirected;1
269;365;Undirected;1
479;365;Undirected;1
56;650;Undirected;1
466;39;Undirected;1
466;545;Undirected;1
39;545;Undirected;1
466;39;Undirected;1
466;545;Undirected;1
39;545;Undirected;1
693;365;Undirected;1
683;693;Undirected;1
683;415;Undirected;1
683;479;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
415;479;Undirected;1
683;693;Undirected;1
683;415;Undirected;1
683;479;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
415;479;Undirected;1
693;479;Undirected;1
709;514;Undirected;1
709;449;Undirected;1
709;365;Undirected;1
514;449;Undirected;1
514;365;Undirected;1
449;365;Undirected;1
143;545;Undirected;1
607;175;Undirected;1
607;39;Undirected;1
607;545;Undirected;1
607;366;Undirected;1
175;39;Undirected;1
175;545;Undirected;1
175;366;Undirected;1
39;545;Undirected;1
39;366;Undirected;1
545;366;Undirected;1
607;175;Undirected;1
607;39;Undirected;1
607;545;Undirected;1
607;366;Undirected;1
175;39;Undirected;1
175;545;Undirected;1
175;366;Undirected;1
39;545;Undirected;1
39;366;Undirected;1
545;366;Undirected;1
607;39;Undirected;1
607;545;Undirected;1
39;545;Undirected;1
479;365;Undirected;1
39;545;Undirected;1
37;693;Undirected;1
578;335;Undirected;1
578;365;Undirected;1
335;365;Undirected;1
578;335;Undirected;1
578;365;Undirected;1
335;365;Undirected;1
78;703;Undirected;1
417;593;Undirected;1
512;593;Undirected;1
512;479;Undirected;1
593;479;Undirected;1
418;545;Undirected;1
495;695;Undirected;1
495;720;Undirected;1
495;479;Undirected;1
695;720;Undirected;1
695;479;Undirected;1
720;479;Undirected;1
495;695;Undirected;1
495;720;Undirected;1
695;720;Undirected;1
495;695;Undirected;1
495;479;Undirected;1
695;479;Undirected;1
500;693;Undirected;1
671;511;Undirected;1
671;365;Undirected;1
511;365;Undirected;1
671;511;Undirected;1
671;365;Undirected;1
511;365;Undirected;1
671;12;Undirected;1
671;511;Undirected;1
671;365;Undirected;1
12;511;Undirected;1
12;365;Undirected;1
511;365;Undirected;1
565;365;Undirected;1
316;511;Undirected;1
48;479;Undirected;1
479;365;Undirected;1
479;365;Undirected;1
521;188;Undirected;1
521;600;Undirected;1
188;600;Undirected;1
671;511;Undirected;1
48;365;Undirected;1
479;365;Undirected;1
681;471;Undirected;1
681;479;Undirected;1
681;365;Undirected;1
471;479;Undirected;1
471;365;Undirected;1
479;365;Undirected;1
681;471;Undirected;1
681;365;Undirected;1
471;365;Undirected;1
681;471;Undirected;1
681;365;Undirected;1
471;365;Undirected;1
681;471;Undirected;1
681;479;Undirected;1
681;365;Undirected;1
471;479;Undirected;1
471;365;Undirected;1
479;365;Undirected;1
184;238;Undirected;1
184;467;Undirected;1
184;665;Undirected;1
238;467;Undirected;1
238;665;Undirected;1
467;665;Undirected;1
184;238;Undirected;1
184;467;Undirected;1
184;665;Undirected;1
238;467;Undirected;1
238;665;Undirected;1
467;665;Undirected;1
479;365;Undirected;1
273;365;Undirected;1
288;693;Undirected;1
671;365;Undirected;1
431;693;Undirected;1
431;479;Undirected;1
431;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
14;543;Undirected;1
14;518;Undirected;1
14;671;Undirected;1
543;518;Undirected;1
543;671;Undirected;1
518;671;Undirected;1
14;543;Undirected;1
14;518;Undirected;1
14;671;Undirected;1
543;518;Undirected;1
543;671;Undirected;1
518;671;Undirected;1
48;693;Undirected;1
565;545;Undirected;1
550;156;Undirected;1
550;365;Undirected;1
156;365;Undirected;1
175;156;Undirected;1
683;641;Undirected;1
683;48;Undirected;1
683;693;Undirected;1
683;365;Undirected;1
641;48;Undirected;1
641;693;Undirected;1
641;365;Undirected;1
48;693;Undirected;1
48;365;Undirected;1
693;365;Undirected;1
683;641;Undirected;1
683;48;Undirected;1
683;693;Undirected;1
683;365;Undirected;1
641;48;Undirected;1
641;693;Undirected;1
641;365;Undirected;1
48;693;Undirected;1
48;365;Undirected;1
693;365;Undirected;1
479;545;Undirected;1
671;545;Undirected;1
497;603;Undirected;1
497;461;Undirected;1
497;37;Undirected;1
497;206;Undirected;1
497;545;Undirected;1
603;461;Undirected;1
603;37;Undirected;1
603;206;Undirected;1
603;545;Undirected;1
461;37;Undirected;1
461;206;Undirected;1
461;545;Undirected;1
37;206;Undirected;1
37;545;Undirected;1
206;545;Undirected;1
179;479;Undirected;1
335;479;Undirected;1
479;365;Undirected;1
545;365;Undirected;1
671;511;Undirected;1
545;365;Undirected;1
29;437;Undirected;1
29;2;Undirected;1
29;479;Undirected;1
437;2;Undirected;1
437;479;Undirected;1
2;479;Undirected;1
240;479;Undirected;1
599;39;Undirected;1
599;365;Undirected;1
39;365;Undirected;1
599;39;Undirected;1
599;365;Undirected;1
39;365;Undirected;1
479;365;Undirected;1
706;671;Undirected;1
706;545;Undirected;1
671;545;Undirected;1
479;365;Undirected;1
29;240;Undirected;1
29;437;Undirected;1
29;415;Undirected;1
240;437;Undirected;1
240;415;Undirected;1
437;415;Undirected;1
29;240;Undirected;1
29;437;Undirected;1
29;415;Undirected;1
29;479;Undirected;1
240;437;Undirected;1
240;415;Undirected;1
240;479;Undirected;1
437;415;Undirected;1
437;479;Undirected;1
415;479;Undirected;1
29;240;Undirected;1
29;437;Undirected;1
29;415;Undirected;1
240;437;Undirected;1
240;415;Undirected;1
437;415;Undirected;1
29;437;Undirected;1
29;479;Undirected;1
437;479;Undirected;1
479;365;Undirected;1
270;545;Undirected;1
270;365;Undirected;1
545;365;Undirected;1
545;365;Undirected;1
671;511;Undirected;1
671;365;Undirected;1
511;365;Undirected;1
175;39;Undirected;1
642;490;Undirected;1
642;545;Undirected;1
642;446;Undirected;1
490;545;Undirected;1
490;446;Undirected;1
545;446;Undirected;1
187;479;Undirected;1
187;532;Undirected;1
479;532;Undirected;1
518;39;Undirected;1
212;479;Undirected;1
693;479;Undirected;1
612;195;Undirected;1
157;518;Undirected;1
157;693;Undirected;1
518;693;Undirected;1
157;518;Undirected;1
157;693;Undirected;1
518;693;Undirected;1
568;479;Undirected;1
640;396;Undirected;1
640;394;Undirected;1
640;621;Undirected;1
640;518;Undirected;1
396;394;Undirected;1
396;621;Undirected;1
396;518;Undirected;1
394;621;Undirected;1
394;518;Undirected;1
621;518;Undirected;1
528;232;Undirected;1
528;24;Undirected;1
232;24;Undirected;1
363;581;Undirected;1
363;566;Undirected;1
581;566;Undirected;1
8;600;Undirected;1
654;164;Undirected;1
654;513;Undirected;1
654;684;Undirected;1
164;513;Undirected;1
164;684;Undirected;1
513;684;Undirected;1
684;479;Undirected;1
549;256;Undirected;1
549;608;Undirected;1
549;693;Undirected;1
256;608;Undirected;1
256;693;Undirected;1
608;693;Undirected;1
3;228;Undirected;1
719;479;Undirected;1
719;96;Undirected;1
719;479;Undirected;1
339;273;Undirected;1
339;415;Undirected;1
339;479;Undirected;1
273;415;Undirected;1
273;479;Undirected;1
415;479;Undirected;1
339;273;Undirected;1
339;415;Undirected;1
339;479;Undirected;1
273;415;Undirected;1
273;479;Undirected;1
415;479;Undirected;1
595;479;Undirected;1
479;365;Undirected;1
693;479;Undirected;1
71;248;Undirected;1
266;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
278;342;Undirected;1
278;524;Undirected;1
278;429;Undirected;1
278;676;Undirected;1
278;621;Undirected;1
342;524;Undirected;1
342;429;Undirected;1
342;676;Undirected;1
342;621;Undirected;1
524;429;Undirected;1
524;676;Undirected;1
524;621;Undirected;1
429;676;Undirected;1
429;621;Undirected;1
676;621;Undirected;1
371;291;Undirected;1
371;270;Undirected;1
291;270;Undirected;1
307;330;Undirected;1
307;270;Undirected;1
330;270;Undirected;1
270;365;Undirected;1
535;429;Undirected;1
535;621;Undirected;1
429;621;Undirected;1
535;429;Undirected;1
535;621;Undirected;1
429;621;Undirected;1
51;146;Undirected;1
51;195;Undirected;1
51;4;Undirected;1
146;195;Undirected;1
146;4;Undirected;1
195;4;Undirected;1
278;342;Undirected;1
278;524;Undirected;1
278;429;Undirected;1
278;676;Undirected;1
278;621;Undirected;1
342;524;Undirected;1
342;429;Undirected;1
342;676;Undirected;1
342;621;Undirected;1
524;429;Undirected;1
524;676;Undirected;1
524;621;Undirected;1
429;676;Undirected;1
429;621;Undirected;1
676;621;Undirected;1
278;342;Undirected;1
278;524;Undirected;1
278;429;Undirected;1
278;676;Undirected;1
278;621;Undirected;1
342;524;Undirected;1
342;429;Undirected;1
342;676;Undirected;1
342;621;Undirected;1
524;429;Undirected;1
524;676;Undirected;1
524;621;Undirected;1
429;676;Undirected;1
429;621;Undirected;1
676;621;Undirected;1
51;146;Undirected;1
622;432;Undirected;1
266;365;Undirected;1
518;365;Undirected;1
266;365;Undirected;1
693;365;Undirected;1
511;365;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
437;511;Undirected;1
511;365;Undirected;1
511;479;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
671;365;Undirected;1
559;671;Undirected;1
479;365;Undirected;1
671;479;Undirected;1
671;365;Undirected;1
479;365;Undirected;1
705;479;Undirected;1
481;516;Undirected;1
481;365;Undirected;1
516;365;Undirected;1
481;516;Undirected;1
481;365;Undirected;1
516;365;Undirected;1
543;479;Undirected;1
535;621;Undirected;1
303;693;Undirected;1
303;365;Undirected;1
693;365;Undirected;1
535;621;Undirected;1
693;365;Undirected;1
524;693;Undirected;1
693;479;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
294;693;Undirected;1
126;118;Undirected;1
126;450;Undirected;1
126;596;Undirected;1
118;450;Undirected;1
118;596;Undirected;1
450;596;Undirected;1
437;511;Undirected;1
693;365;Undirected;1
596;479;Undirected;1
398;216;Undirected;1
398;201;Undirected;1
216;201;Undirected;1
398;216;Undirected;1
398;201;Undirected;1
216;201;Undirected;1
201;479;Undirected;1
529;398;Undirected;1
529;479;Undirected;1
398;479;Undirected;1
468;479;Undirected;1
693;479;Undirected;1
525;479;Undirected;1
251;156;Undirected;1
251;365;Undirected;1
156;365;Undirected;1
251;156;Undirected;1
251;365;Undirected;1
156;365;Undirected;1
722;479;Undirected;1
535;621;Undirected;1
535;693;Undirected;1
535;365;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
655;722;Undirected;1
483;655;Undirected;1
483;361;Undirected;1
655;361;Undirected;1
370;722;Undirected;1
370;365;Undirected;1
436;150;Undirected;1
535;566;Undirected;1
535;205;Undirected;1
535;621;Undirected;1
566;205;Undirected;1
566;621;Undirected;1
205;621;Undirected;1
455;566;Undirected;1
455;343;Undirected;1
455;150;Undirected;1
566;343;Undirected;1
566;150;Undirected;1
343;150;Undirected;1
455;566;Undirected;1
455;343;Undirected;1
455;150;Undirected;1
566;343;Undirected;1
566;150;Undirected;1
343;150;Undirected;1
455;343;Undirected;1
455;150;Undirected;1
343;150;Undirected;1
455;343;Undirected;1
455;150;Undirected;1
343;150;Undirected;1
175;586;Undirected;1
509;479;Undirected;1
568;175;Undirected;1
476;479;Undirected;1
19;361;Undirected;1
213;511;Undirected;1
213;559;Undirected;1
213;479;Undirected;1
559;479;Undirected;1
213;559;Undirected;1
213;479;Undirected;1
559;479;Undirected;1
213;479;Undirected;1
213;559;Undirected;1
566;722;Undirected;1
566;150;Undirected;1
722;150;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;288;Undirected;1
107;673;Undirected;1
107;424;Undirected;1
107;705;Undirected;1
107;101;Undirected;1
107;88;Undirected;1
107;693;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;288;Undirected;1
686;673;Undirected;1
686;424;Undirected;1
686;705;Undirected;1
686;101;Undirected;1
686;88;Undirected;1
686;693;Undirected;1
686;365;Undirected;1
594;288;Undirected;1
594;673;Undirected;1
594;424;Undirected;1
594;705;Undirected;1
594;101;Undirected;1
594;88;Undirected;1
594;693;Undirected;1
594;365;Undirected;1
288;673;Undirected;1
288;424;Undirected;1
288;705;Undirected;1
288;101;Undirected;1
288;88;Undirected;1
288;693;Undirected;1
288;365;Undirected;1
673;424;Undirected;1
673;705;Undirected;1
673;101;Undirected;1
673;88;Undirected;1
673;693;Undirected;1
673;365;Undirected;1
424;705;Undirected;1
424;101;Undirected;1
424;88;Undirected;1
424;693;Undirected;1
424;365;Undirected;1
705;101;Undirected;1
705;88;Undirected;1
705;693;Undirected;1
705;365;Undirected;1
101;88;Undirected;1
101;693;Undirected;1
101;365;Undirected;1
88;693;Undirected;1
88;365;Undirected;1
693;365;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;693;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;693;Undirected;1
686;365;Undirected;1
594;673;Undirected;1
594;693;Undirected;1
594;365;Undirected;1
673;693;Undirected;1
673;365;Undirected;1
693;365;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;424;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;424;Undirected;1
686;365;Undirected;1
594;673;Undirected;1
594;424;Undirected;1
594;365;Undirected;1
673;424;Undirected;1
673;365;Undirected;1
424;365;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;288;Undirected;1
107;673;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;288;Undirected;1
686;673;Undirected;1
686;365;Undirected;1
594;288;Undirected;1
594;673;Undirected;1
594;365;Undirected;1
288;673;Undirected;1
288;365;Undirected;1
673;365;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;705;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;705;Undirected;1
686;365;Undirected;1
594;673;Undirected;1
594;705;Undirected;1
594;365;Undirected;1
673;705;Undirected;1
673;365;Undirected;1
705;365;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;101;Undirected;1
107;88;Undirected;1
107;365;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;101;Undirected;1
686;88;Undirected;1
686;365;Undirected;1
594;673;Undirected;1
594;101;Undirected;1
594;88;Undirected;1
594;365;Undirected;1
673;101;Undirected;1
673;88;Undirected;1
673;365;Undirected;1
101;88;Undirected;1
101;365;Undirected;1
88;365;Undirected;1
13;498;Undirected;1
13;635;Undirected;1
13;218;Undirected;1
13;665;Undirected;1
13;79;Undirected;1
498;635;Undirected;1
498;218;Undirected;1
498;665;Undirected;1
498;79;Undirected;1
635;218;Undirected;1
635;665;Undirected;1
635;79;Undirected;1
218;665;Undirected;1
218;79;Undirected;1
665;79;Undirected;1
175;479;Undirected;1
72;652;Undirected;1
72;88;Undirected;1
72;365;Undirected;1
652;88;Undirected;1
652;365;Undirected;1
88;365;Undirected;1
490;479;Undirected;1
490;365;Undirected;1
479;365;Undirected;1
12;511;Undirected;1
25;107;Undirected;1
25;484;Undirected;1
25;686;Undirected;1
25;594;Undirected;1
25;673;Undirected;1
25;88;Undirected;1
25;511;Undirected;1
107;484;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;88;Undirected;1
107;511;Undirected;1
484;686;Undirected;1
484;594;Undirected;1
484;673;Undirected;1
484;88;Undirected;1
484;511;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;88;Undirected;1
686;511;Undirected;1
594;673;Undirected;1
594;88;Undirected;1
594;511;Undirected;1
673;88;Undirected;1
673;511;Undirected;1
88;511;Undirected;1
25;107;Undirected;1
25;484;Undirected;1
25;686;Undirected;1
25;594;Undirected;1
25;673;Undirected;1
25;88;Undirected;1
25;511;Undirected;1
107;484;Undirected;1
107;686;Undirected;1
107;594;Undirected;1
107;673;Undirected;1
107;88;Undirected;1
107;511;Undirected;1
484;686;Undirected;1
484;594;Undirected;1
484;673;Undirected;1
484;88;Undirected;1
484;511;Undirected;1
686;594;Undirected;1
686;673;Undirected;1
686;88;Undirected;1
686;511;Undirected;1
594;673;Undirected;1
594;88;Undirected;1
594;511;Undirected;1
673;88;Undirected;1
673;511;Undirected;1
88;511;Undirected;1
171;594;Undirected;1
171;147;Undirected;1
171;479;Undirected;1
594;147;Undirected;1
594;479;Undirected;1
147;479;Undirected;1
171;594;Undirected;1
171;147;Undirected;1
